Id,Name,Gender,Email,CompanyEmail,EmpPhone,FaxNumber,CitizenIdentification,RoleID,Role,DepID,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,BankName,BankAccountNumber,GrossSalary,NetSalary,ProjectID,ProjectName,ProjectManager,ProjectStartDay,ProjectEndDay,ProjectStatus,Projectbudget,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
222,Hoàng Mạnh Toàn,Male,dwinn65@mapy.cz,dwinn65@solutiondtk.com,+84 338-671-6980,0113-0799,0093-0892,8,Software Engineer,11,Management,Ho Chi Minh,Petrozavodsk State University,2000-03-29,2021-03-20,2021-05-20,Probation,2021-09-21,2022-09-27,14098737.04,HSBC,50844-185,19136261.92,10592308.12,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://examiner.com/non/pretium/quis/lectus.xml?id=elit&nulla=proin&ultrices=risus&aliquet=praesent&maecenas=lectus&leo=vestibulum&odio=quam&condimentum=sapien&id=varius&luctus=ut&nec=blandit&molestie=non&sed=interdum&justo=in&pellentesque=ante&viverra=vestibulum&pede=ante&ac=ipsum&diam=primis&cras=in&pellentesque=faucibus&volutpat=orci&dui=luctus&maecenas=et&tristique=ultrices&est=posuere&et=cubilia&tempus=curae&semper=duis&est=faucibus&quam=accumsan&pharetra=odio&magna=curabitur&ac=convallis&consequat=duis&metus=consequat&sapien=dui&ut=nec&nunc=nisi&vestibulum=volutpat&ante=eleifend&ipsum=donec&primis=ut&in=dolor&faucibus=morbi&orci=vel&luctus=lectus&et=in&ultrices=quam&posuere=fringilla&cubilia=rhoncus&curae=mauris&mauris=enim&viverra=leo&diam=rhoncus&vitae=sed&quam=vestibulum&suspendisse=sit&potenti=amet&nullam=cursus&porttitor=id&lacus=turpis&at=integer&turpis=aliquet&donec=massa&posuere=id&metus=lobortis&vitae=convallis&ipsum=tortor&aliquam=risus&non=dapibus&mauris=augue&morbi=vel&non=accumsan&lectus=tellus&aliquam=nisi&sit=eu&amet=orci&diam=mauris,Part time,100,Online,2021-10-18,2021-10-18
223,Võ Hùng Dương,Female,plehemann66@census.gov,plehemann66@solutiondtk.com,+84 811-446-9775,68345-883,0409-4050,7,Content Marketing,11,Management,Ho Chi Minh,National Taiwan College of Physical Education and Sports,1999-06-05,2021-01-24,2021-03-24,Probation,2021-12-01,2022-07-28,24768540.28,HSBC,49738-065,21086663.36,11363212.84,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://fc2.com/dolor/sit/amet/consectetuer.jpg?lacinia=maecenas&sapien=tincidunt&quis=lacus&libero=at&nullam=velit&sit=vivamus&amet=vel&turpis=nulla&elementum=eget&ligula=eros&vehicula=elementum&consequat=pellentesque&morbi=quisque&a=porta&ipsum=volutpat&integer=erat&a=quisque&nibh=erat&in=eros&quis=viverra&justo=eget&maecenas=congue&rhoncus=eget&aliquam=semper&lacus=rutrum&morbi=nulla&quis=nunc&tortor=purus&id=phasellus&nulla=in&ultrices=felis&aliquet=donec&maecenas=semper&leo=sapien&odio=a&condimentum=libero&id=nam&luctus=dui&nec=proin&molestie=leo&sed=odio&justo=porttitor&pellentesque=id&viverra=consequat&pede=in&ac=consequat&diam=ut,Full time,100,Online,2021-11-12,2022-04-20
225,Nguyen Thiet Minh Duc,Male,gdavidovic68@ebay.co.uk,gdavidovic68@solutiondtk.com,+84 917-240-8644,68084-267,0093-7256,10,Designer,5,Technology,Ho Chi Minh,Universidad Técnica de Ambato,2000-06-24,2021-12-24,2022-02-24,Infinity,2020-06-11,9999-01-01,20787268,HSBC,55154-4760,18980725.69,15130544.42,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://rakuten.co.jp/lectus/in.json?dolor=justo&sit=sollicitudin&amet=ut&consectetuer=suscipit&adipiscing=a&elit=feugiat&proin=et&interdum=eros&mauris=vestibulum&non=ac&ligula=est&pellentesque=lacinia&ultrices=nisi&phasellus=venenatis&id=tristique&sapien=fusce&in=congue&sapien=diam&iaculis=id&congue=ornare&vivamus=imperdiet&metus=sapien&arcu=urna&adipiscing=pretium&molestie=nisl&hendrerit=ut&at=volutpat&vulputate=sapien&vitae=arcu&nisl=sed&aenean=augue&lectus=aliquam&pellentesque=erat&eget=volutpat&nunc=in&donec=congue&quis=etiam&orci=justo&eget=etiam&orci=pretium&vehicula=iaculis&condimentum=justo&curabitur=in&in=hac&libero=habitasse&ut=platea&massa=dictumst&volutpat=etiam&convallis=faucibus&morbi=cursus&odio=urna&odio=ut&elementum=tellus&eu=nulla&interdum=ut&eu=erat&tincidunt=id&in=mauris&leo=vulputate&maecenas=elementum,Part time,80,Hybrid,2021-12-20,2022-07-29
226,Đỗ Việt Dũng,Female,skingscote69@businesswire.com,skingscote69@solutiondtk.com,+84 488-502-8335,58118-0902,0187-3751,5,Data Engineer,10,Management,Hanoi,"Institute of Teachers Education, Sultan Mizan",1999-05-13,2021-11-23,2022-01-23,Probation,2021-09-19,2022-03-06,22416599.89,HSBC,53603-1002,22824565.46,8373652.46,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,http://flickr.com/semper/sapien/a/libero/nam.html?rhoncus=in&mauris=purus&enim=eu&leo=magna&rhoncus=vulputate&sed=luctus&vestibulum=cum&sit=sociis&amet=natoque&cursus=penatibus&id=et&turpis=magnis&integer=dis&aliquet=parturient&massa=montes&id=nascetur&lobortis=ridiculus&convallis=mus&tortor=vivamus&risus=vestibulum&dapibus=sagittis&augue=sapien&vel=cum&accumsan=sociis&tellus=natoque,Full time,80,Offline,2022-01-03,2022-08-13
229,Bùi Hoàng Trâm,Female,cscimoni6c@thetimes.co.uk,cscimoni6c@solutiondtk.com,+84 728-654-1158,43742-0213,53329-938,1,Admin,12,Management,Da Nang,City University Athens,1997-01-16,2022-01-03,2022-03-03,Infinity,2020-07-29,9999-01-01,11550664.39,HSBC,49967-893,23552140.64,10701046.17,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://mit.edu/elementum/eu/interdum/eu/tincidunt.html?morbi=et&odio=ultrices&odio=posuere&elementum=cubilia&eu=curae&interdum=nulla&eu=dapibus&tincidunt=dolor&in=vel&leo=est&maecenas=donec&pulvinar=odio&lobortis=justo&est=sollicitudin&phasellus=ut&sit=suscipit&amet=a&erat=feugiat&nulla=et&tempus=eros&vivamus=vestibulum&in=ac&felis=est&eu=lacinia,Part time,100,Hybrid,2022-04-22,2022-04-25
231,Cao Đức Thành,Agender,sbacchus6e@flickr.com,sbacchus6e@solutiondtk.com,+84 984-314-7286,0179-0150,68016-193,5,Data Engineer,1,Marketing,Hanoi,Wartburg College,1996-03-12,2021-10-13,2021-12-13,Probation,2020-04-22,2023-01-10,22875522.14,HSBC,51285-424,10878464.64,8111090.34,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://multiply.com/volutpat/sapien/arcu/sed/augue.jsp?eget=ultrices&massa=erat&tempor=tortor&convallis=sollicitudin&nulla=mi&neque=sit&libero=amet&convallis=lobortis&eget=sapien&eleifend=sapien&luctus=non&ultricies=mi&eu=integer&nibh=ac&quisque=neque&id=duis&justo=bibendum&sit=morbi&amet=non&sapien=quam&dignissim=nec&vestibulum=dui&vestibulum=luctus&ante=rutrum&ipsum=nulla&primis=tellus&in=in&faucibus=sagittis&orci=dui&luctus=vel&et=nisl&ultrices=duis&posuere=ac&cubilia=nibh&curae=fusce&nulla=lacus&dapibus=purus&dolor=aliquet&vel=at&est=feugiat&donec=non&odio=pretium&justo=quis&sollicitudin=lectus&ut=suspendisse&suscipit=potenti&a=in&feugiat=eleifend&et=quam&eros=a&vestibulum=odio&ac=in&est=hac&lacinia=habitasse&nisi=platea&venenatis=dictumst&tristique=maecenas&fusce=ut&congue=massa&diam=quis&id=augue,Full time,100,Online,2022-03-22,2021-11-26
233,Nguyễn Đăng Vũ,Female,cturley6g@wikipedia.org,cturley6g@solutiondtk.com,+84 541-650-1208,0054-4301,35000-608,3,Accountant,9,Sales,Da Nang,Universitas Lancang Kuning,1997-01-09,2020-12-23,2021-02-23,Infinity,2020-06-09,9999-01-01,17637430.93,HSBC,76095-101,25443305.51,10546507.74,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://networkadvertising.org/aliquam/lacus/morbi/quis/tortor.html?sagittis=est&dui=risus&vel=auctor&nisl=sed&duis=tristique&ac=in&nibh=tempus&fusce=sit&lacus=amet&purus=sem&aliquet=fusce&at=consequat&feugiat=nulla&non=nisl&pretium=nunc&quis=nisl&lectus=duis&suspendisse=bibendum&potenti=felis&in=sed&eleifend=interdum&quam=venenatis&a=turpis&odio=enim&in=blandit&hac=mi&habitasse=in&platea=porttitor&dictumst=pede&maecenas=justo&ut=eu&massa=massa&quis=donec&augue=dapibus&luctus=duis&tincidunt=at&nulla=velit&mollis=eu&molestie=est&lorem=congue&quisque=elementum&ut=in&erat=hac&curabitur=habitasse&gravida=platea&nisi=dictumst&at=morbi&nibh=vestibulum&in=velit&hac=id&habitasse=pretium&platea=iaculis&dictumst=diam&aliquam=erat&augue=fermentum&quam=justo&sollicitudin=nec&vitae=condimentum&consectetuer=neque&eget=sapien&rutrum=placerat&at=ante&lorem=nulla&integer=justo&tincidunt=aliquam&ante=quis&vel=turpis&ipsum=eget,Full time,80,Offline,2021-10-12,2022-11-09
235,Ngô Minh Huy,Male,etouzey6i@lycos.com,etouzey6i@solutiondtk.com,+84 917-939-7822,61919-364,75936-123,9,Sales,1,Marketing,Hanoi,Universidad Adventista de Colombia,1999-11-13,2020-02-28,2020-04-28,1 Year,2020-09-11,2023-04-05,18955093.07,HSBC,61856-101,17252848.98,7613929.6,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://pbs.org/nullam.png?magna=non&bibendum=mauris&imperdiet=morbi&nullam=non&orci=lectus&pede=aliquam&venenatis=sit&non=amet&sodales=diam&sed=in&tincidunt=magna&eu=bibendum&felis=imperdiet&fusce=nullam&posuere=orci&felis=pede&sed=venenatis&lacus=non&morbi=sodales&sem=sed&mauris=tincidunt&laoreet=eu&ut=felis&rhoncus=fusce,Full time,100,Hybrid,2022-01-30,2022-07-20
236,Nguyễn Phương Mai,Male,rmockes6j@addtoany.com,rmockes6j@solutiondtk.com,+84 814-106-4804,36800-256,0781-3132,5,Data Engineer,3,Marketing,Da Nang,Khomeinishahr Payame Noor University,1998-07-28,2021-10-12,2021-12-12,1 Year,2022-04-16,2022-06-12,24129592.74,HSBC,48951-8089,21955863.52,10012384.75,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://qq.com/placerat/ante/nulla/justo/aliquam/quis/turpis.xml?luctus=in&et=hac&ultrices=habitasse&posuere=platea&cubilia=dictumst&curae=maecenas&duis=ut&faucibus=massa&accumsan=quis&odio=augue&curabitur=luctus&convallis=tincidunt&duis=nulla&consequat=mollis&dui=molestie&nec=lorem&nisi=quisque&volutpat=ut&eleifend=erat&donec=curabitur&ut=gravida&dolor=nisi&morbi=at&vel=nibh&lectus=in&in=hac&quam=habitasse&fringilla=platea&rhoncus=dictumst&mauris=aliquam&enim=augue&leo=quam&rhoncus=sollicitudin&sed=vitae&vestibulum=consectetuer,Part time,80,Online,2022-03-22,2022-11-01
237,Nguyễn Thị Linh Anh,Female,psedgmond6k@statcounter.com,psedgmond6k@solutiondtk.com,+84 621-315-1851,55154-1493,54868-3765,1,Admin,3,Marketing,Da Nang,Hongik University,1996-06-07,2021-03-25,2021-05-25,1 Year,2020-02-24,2022-01-13,13746127.97,HSBC,68788-9375,14390564.93,8165418.43,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://cnet.com/aenean/auctor/gravida/sem/praesent/id.js?duis=quis&aliquam=orci&convallis=eget&nunc=orci&proin=vehicula&at=condimentum&turpis=curabitur&a=in&pede=libero&posuere=ut&nonummy=massa&integer=volutpat&non=convallis&velit=morbi&donec=odio&diam=odio&neque=elementum&vestibulum=eu&eget=interdum&vulputate=eu&ut=tincidunt&ultrices=in&vel=leo&augue=maecenas&vestibulum=pulvinar&ante=lobortis&ipsum=est&primis=phasellus&in=sit&faucibus=amet&orci=erat&luctus=nulla&et=tempus&ultrices=vivamus&posuere=in&cubilia=felis&curae=eu&donec=sapien&pharetra=cursus&magna=vestibulum&vestibulum=proin&aliquet=eu&ultrices=mi&erat=nulla&tortor=ac&sollicitudin=enim&mi=in&sit=tempor&amet=turpis&lobortis=nec&sapien=euismod&sapien=scelerisque&non=quam&mi=turpis&integer=adipiscing&ac=lorem&neque=vitae&duis=mattis&bibendum=nibh&morbi=ligula&non=nec&quam=sem&nec=duis&dui=aliquam&luctus=convallis&rutrum=nunc&nulla=proin&tellus=at&in=turpis&sagittis=a&dui=pede&vel=posuere&nisl=nonummy&duis=integer&ac=non&nibh=velit&fusce=donec&lacus=diam&purus=neque&aliquet=vestibulum&at=eget&feugiat=vulputate&non=ut&pretium=ultrices&quis=vel&lectus=augue&suspendisse=vestibulum&potenti=ante&in=ipsum,Part time,80,Online,2021-06-12,2022-11-09
239,Lê Văn Thành,Female,sjaulme6m@digg.com,sjaulme6m@solutiondtk.com,+84 141-424-5156,61995-0320,68788-9391,7,Content Marketing,8,Sales,Ho Chi Minh,University of Bahrain,2000-01-20,2021-02-02,2021-04-02,Infinity,2021-01-14,9999-01-01,8283756.21,HSBC,60429-617,16420895.74,7585040.74,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://wikia.com/suspendisse/potenti/nullam/porttitor/lacus.aspx?tortor=sem&id=praesent&nulla=id&ultrices=massa&aliquet=id&maecenas=nisl&leo=venenatis&odio=lacinia&condimentum=aenean&id=sit&luctus=amet&nec=justo&molestie=morbi&sed=ut&justo=odio&pellentesque=cras&viverra=mi&pede=pede&ac=malesuada&diam=in&cras=imperdiet&pellentesque=et&volutpat=commodo&dui=vulputate&maecenas=justo&tristique=in&est=blandit&et=ultrices&tempus=enim&semper=lorem&est=ipsum&quam=dolor&pharetra=sit&magna=amet&ac=consectetuer&consequat=adipiscing&metus=elit,Full time,100,Hybrid,2022-11-02,2021-12-27
241,Đinh Tuấn Thành,Male,dplumtree6o@constantcontact.com,dplumtree6o@solutiondtk.com,+84 987-867-3827,13668-340,11523-7268,3,Accountant,2,Marketing,Ho Chi Minh,Université d'Antsiranana,1996-11-04,2021-04-21,2021-06-21,Probation,2020-06-17,2022-03-01,22227080.1,HSBC,0615-7554,27913647.54,15403566.67,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://quantcast.com/at/turpis/a/pede/posuere.js?neque=commodo&aenean=placerat&auctor=praesent&gravida=blandit&sem=nam&praesent=nulla&id=integer&massa=pede&id=justo&nisl=lacinia&venenatis=eget&lacinia=tincidunt&aenean=eget&sit=tempus&amet=vel&justo=pede&morbi=morbi&ut=porttitor&odio=lorem&cras=id&mi=ligula&pede=suspendisse&malesuada=ornare&in=consequat&imperdiet=lectus&et=in&commodo=est&vulputate=risus&justo=auctor&in=sed&blandit=tristique&ultrices=in&enim=tempus&lorem=sit&ipsum=amet&dolor=sem&sit=fusce&amet=consequat&consectetuer=nulla&adipiscing=nisl&elit=nunc&proin=nisl&interdum=duis&mauris=bibendum&non=felis&ligula=sed&pellentesque=interdum&ultrices=venenatis&phasellus=turpis&id=enim&sapien=blandit&in=mi&sapien=in&iaculis=porttitor&congue=pede&vivamus=justo&metus=eu&arcu=massa&adipiscing=donec&molestie=dapibus&hendrerit=duis&at=at&vulputate=velit&vitae=eu&nisl=est&aenean=congue&lectus=elementum&pellentesque=in&eget=hac&nunc=habitasse&donec=platea&quis=dictumst&orci=morbi&eget=vestibulum&orci=velit&vehicula=id&condimentum=pretium&curabitur=iaculis&in=diam,Full time,80,Hybrid,2022-02-13,2021-02-11
242,Lê Quang Hải Đăng,Female,umacneachtain6p@yelp.com,umacneachtain6p@solutiondtk.com,+84 155-795-2130,63629-1374,58118-0202,4,HR,9,Sales,Da Nang,Universidad Nacional de Salta,2000-04-17,2020-09-08,2020-11-08,Probation,2021-06-28,2023-01-17,19216612.17,HSBC,59779-847,19418514.87,16884816.42,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://washingtonpost.com/morbi/a/ipsum.html?lectus=vestibulum&in=ante&est=ipsum&risus=primis&auctor=in&sed=faucibus&tristique=orci&in=luctus&tempus=et&sit=ultrices&amet=posuere&sem=cubilia&fusce=curae&consequat=nulla&nulla=dapibus&nisl=dolor&nunc=vel&nisl=est&duis=donec&bibendum=odio&felis=justo&sed=sollicitudin&interdum=ut&venenatis=suscipit&turpis=a&enim=feugiat&blandit=et&mi=eros&in=vestibulum&porttitor=ac&pede=est&justo=lacinia&eu=nisi&massa=venenatis&donec=tristique&dapibus=fusce&duis=congue&at=diam&velit=id&eu=ornare&est=imperdiet&congue=sapien&elementum=urna&in=pretium&hac=nisl&habitasse=ut&platea=volutpat&dictumst=sapien&morbi=arcu&vestibulum=sed&velit=augue&id=aliquam&pretium=erat&iaculis=volutpat&diam=in&erat=congue&fermentum=etiam&justo=justo&nec=etiam&condimentum=pretium&neque=iaculis&sapien=justo&placerat=in&ante=hac&nulla=habitasse&justo=platea&aliquam=dictumst&quis=etiam&turpis=faucibus&eget=cursus&elit=urna&sodales=ut&scelerisque=tellus&mauris=nulla&sit=ut&amet=erat&eros=id&suspendisse=mauris&accumsan=vulputate,Part time,80,Online,2022-11-10,2022-03-17
245,Đinh Nguyệt Trâm,Male,dclac6s@japanpost.jp,dclac6s@solutiondtk.com,+84 961-698-9053,54868-3826,0904-6410,2,Project Manager,10,Management,Hanoi,Universidad Rey Juan Carlos,2000-07-20,2021-09-14,2021-11-14,1 Year,2021-02-21,2023-01-17,11404423.51,HSBC,53808-0988,26352205.59,11347289.64,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://goo.ne.jp/cras/pellentesque/volutpat/dui/maecenas/tristique.jpg?ante=enim&vivamus=lorem&tortor=ipsum&duis=dolor&mattis=sit&egestas=amet&metus=consectetuer&aenean=adipiscing,Full time,100,Offline,2022-03-25,2022-08-06
249,Trần Minh Đức,Male,spinnegar6w@statcounter.com,spinnegar6w@solutiondtk.com,+84 513-389-5083,68084-804,51393-7633,4,HR,5,Technology,Ho Chi Minh,University of Zimbabwe,1999-10-03,2021-01-17,2021-03-17,Infinity,2020-02-19,9999-01-01,19772459,HSBC,68152-102,26068698.58,16693477.24,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://tinyurl.com/risus/semper/porta/volutpat/quam/pede.jsp?augue=integer&aliquam=pede&erat=justo&volutpat=lacinia&in=eget&congue=tincidunt&etiam=eget&justo=tempus&etiam=vel&pretium=pede&iaculis=morbi&justo=porttitor&in=lorem&hac=id&habitasse=ligula&platea=suspendisse&dictumst=ornare&etiam=consequat&faucibus=lectus&cursus=in&urna=est&ut=risus&tellus=auctor&nulla=sed&ut=tristique&erat=in&id=tempus&mauris=sit&vulputate=amet&elementum=sem&nullam=fusce&varius=consequat&nulla=nulla&facilisi=nisl&cras=nunc&non=nisl&velit=duis&nec=bibendum&nisi=felis&vulputate=sed&nonummy=interdum&maecenas=venenatis&tincidunt=turpis&lacus=enim&at=blandit&velit=mi&vivamus=in&vel=porttitor&nulla=pede&eget=justo&eros=eu&elementum=massa&pellentesque=donec&quisque=dapibus&porta=duis&volutpat=at,Part time,100,Online,2021-10-31,2022-07-20
254,Trần Ngọc Long,Female,rdur71@dailymail.co.uk,rdur71@solutiondtk.com,+84 514-489-9458,61995-2825,10578-005,6,Digital Marketing,9,Sales,Da Nang,Fachhochschule Nordostniedersachsen,2000-06-21,2021-11-14,2022-01-14,1 Year,2021-04-01,2021-11-11,14002699.29,HSBC,41520-437,17933587.82,7506216.74,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://gov.uk/proin/at/turpis.html?turpis=lectus&a=vestibulum&pede=quam&posuere=sapien&nonummy=varius&integer=ut&non=blandit&velit=non&donec=interdum&diam=in&neque=ante&vestibulum=vestibulum&eget=ante&vulputate=ipsum&ut=primis&ultrices=in&vel=faucibus&augue=orci&vestibulum=luctus&ante=et&ipsum=ultrices&primis=posuere&in=cubilia&faucibus=curae&orci=duis&luctus=faucibus,Part time,80,Offline,2022-07-10,2021-07-12
255,Nguyễn Khắc Dũng,Male,amacveigh72@ask.com,amacveigh72@solutiondtk.com,+84 970-207-2129,0069-0070,52815-124,3,Accountant,1,Marketing,Hanoi,Katholisch-Theologische Privatuniversität Linz,1998-01-21,2022-01-24,2022-03-24,1 Year,2021-08-20,2023-03-17,23969209.47,HSBC,49349-855,24534668.33,12124085.79,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://si.edu/ut/dolor/morbi/vel/lectus.jsp?pede=ultrices&ac=posuere&diam=cubilia&cras=curae&pellentesque=nulla&volutpat=dapibus&dui=dolor&maecenas=vel&tristique=est&est=donec&et=odio&tempus=justo&semper=sollicitudin&est=ut&quam=suscipit&pharetra=a&magna=feugiat&ac=et&consequat=eros&metus=vestibulum&sapien=ac&ut=est&nunc=lacinia&vestibulum=nisi&ante=venenatis&ipsum=tristique&primis=fusce&in=congue&faucibus=diam&orci=id&luctus=ornare&et=imperdiet&ultrices=sapien&posuere=urna&cubilia=pretium&curae=nisl&mauris=ut&viverra=volutpat&diam=sapien&vitae=arcu&quam=sed&suspendisse=augue&potenti=aliquam&nullam=erat&porttitor=volutpat&lacus=in&at=congue&turpis=etiam&donec=justo&posuere=etiam&metus=pretium&vitae=iaculis&ipsum=justo&aliquam=in&non=hac&mauris=habitasse&morbi=platea&non=dictumst,Full time,100,Offline,2022-03-30,2022-09-23
259,Đặng Đại Lợi,Male,landrysiak76@oaic.gov.au,landrysiak76@solutiondtk.com,+84 998-727-9188,49738-763,13925-100,9,Sales,1,Marketing,Hanoi,John Paul the Great Catholic University,2000-02-09,2021-04-20,2021-06-20,Probation,2021-05-31,2022-05-28,23547151.58,HSBC,58474-020,21052008.14,12334556.01,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://amazon.com/mauris/viverra/diam/vitae/quam.jpg?habitasse=in&platea=tempor&dictumst=turpis&aliquam=nec&augue=euismod&quam=scelerisque&sollicitudin=quam&vitae=turpis&consectetuer=adipiscing&eget=lorem&rutrum=vitae&at=mattis&lorem=nibh&integer=ligula&tincidunt=nec&ante=sem&vel=duis&ipsum=aliquam&praesent=convallis&blandit=nunc&lacinia=proin&erat=at&vestibulum=turpis&sed=a&magna=pede&at=posuere&nunc=nonummy&commodo=integer&placerat=non&praesent=velit&blandit=donec&nam=diam&nulla=neque&integer=vestibulum&pede=eget&justo=vulputate&lacinia=ut&eget=ultrices&tincidunt=vel&eget=augue&tempus=vestibulum&vel=ante&pede=ipsum&morbi=primis&porttitor=in&lorem=faucibus&id=orci&ligula=luctus&suspendisse=et&ornare=ultrices&consequat=posuere&lectus=cubilia&in=curae&est=donec&risus=pharetra&auctor=magna&sed=vestibulum&tristique=aliquet&in=ultrices&tempus=erat&sit=tortor&amet=sollicitudin&sem=mi&fusce=sit&consequat=amet&nulla=lobortis&nisl=sapien&nunc=sapien&nisl=non&duis=mi&bibendum=integer&felis=ac&sed=neque&interdum=duis&venenatis=bibendum,Part time,100,Online,2022-07-06,2022-01-06
260,Nguyễn Văn Hòa,Female,bledwidge77@si.edu,bledwidge77@solutiondtk.com,+84 476-635-2812,68180-404,51079-779,9,Sales,7,Sales,Hanoi,North Eastern Hill University,1998-11-21,2021-11-07,2022-01-07,1 Year,2021-11-26,2022-06-01,11285643.45,HSBC,24385-337,13710306.39,10715618.34,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://about.me/justo/etiam/pretium/iaculis/justo/in.js?diam=suspendisse&id=potenti&ornare=in&imperdiet=eleifend&sapien=quam&urna=a&pretium=odio&nisl=in&ut=hac&volutpat=habitasse,Part time,100,Offline,2022-04-07,2022-03-26
261,Nguyễn Thị Linh,Male,ejentzsch78@spiegel.de,ejentzsch78@solutiondtk.com,+84 964-290-4025,0185-0055,0363-0214,3,Accountant,9,Sales,Da Nang,Fayetteville State University,1996-06-19,2021-12-22,2022-02-22,Probation,2020-03-16,2022-05-21,16389971.67,HSBC,63868-945,25812096.93,15400650.13,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://ocn.ne.jp/libero/quis/orci/nullam/molestie/nibh.xml?mus=sem&etiam=mauris&vel=laoreet&augue=ut&vestibulum=rhoncus&rutrum=aliquet&rutrum=pulvinar&neque=sed&aenean=nisl&auctor=nunc&gravida=rhoncus&sem=dui&praesent=vel&id=sem&massa=sed&id=sagittis&nisl=nam&venenatis=congue&lacinia=risus&aenean=semper&sit=porta&amet=volutpat&justo=quam&morbi=pede&ut=lobortis&odio=ligula&cras=sit&mi=amet&pede=eleifend&malesuada=pede&in=libero&imperdiet=quis&et=orci&commodo=nullam&vulputate=molestie&justo=nibh&in=in&blandit=lectus&ultrices=pellentesque&enim=at&lorem=nulla&ipsum=suspendisse&dolor=potenti&sit=cras&amet=in&consectetuer=purus&adipiscing=eu&elit=magna&proin=vulputate&interdum=luctus&mauris=cum&non=sociis&ligula=natoque&pellentesque=penatibus,Part time,80,Hybrid,2021-11-26,2022-01-19
263,Phan Thị Trần Ngọc,Male,lfullerton7a@ehow.com,lfullerton7a@solutiondtk.com,+84 586-184-8335,21130-471,27437-108,4,HR,1,Marketing,Hanoi,National United University,1995-10-05,2021-04-22,2021-06-22,Probation,2020-07-26,2023-02-17,22978377.97,HSBC,24462-200,26291419.34,10822403.08,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://gov.uk/nunc/nisl/duis/bibendum/felis/sed.jpg?fermentum=nibh&justo=in&nec=lectus&condimentum=pellentesque&neque=at&sapien=nulla&placerat=suspendisse&ante=potenti&nulla=cras&justo=in&aliquam=purus,Full time,100,Offline,2022-12-04,2021-12-12
264,Đỗ Cao Minh Chí,Male,vfeilden7b@clickbank.net,vfeilden7b@solutiondtk.com,+84 932-162-8188,47682-279,68703-072,2,Project Manager,2,Marketing,Ho Chi Minh,Jarvis Christian College,1997-08-10,2022-07-29,2022-09-29,1 Year,2021-08-12,2022-05-08,20615343.46,HSBC,0409-7171,10999661.27,8014502.8,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,https://soundcloud.com/nibh/fusce/lacus/purus.json?elit=odio&proin=porttitor&risus=id&praesent=consequat&lectus=in&vestibulum=consequat&quam=ut&sapien=nulla&varius=sed&ut=accumsan&blandit=felis&non=ut&interdum=at&in=dolor&ante=quis&vestibulum=odio&ante=consequat&ipsum=varius&primis=integer&in=ac&faucibus=leo&orci=pellentesque&luctus=ultrices&et=mattis&ultrices=odio&posuere=donec&cubilia=vitae&curae=nisi&duis=nam&faucibus=ultrices&accumsan=libero&odio=non,Full time,80,Hybrid,2021-12-17,2022-02-04
